property_id,listing_id,mls,mls_id,status,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_mls_set,agent_nrds_id,broker_id,office_id,office_mls_set,nearby_schools
2348373793,2973488620,SEWA,2300344,FOR_SALE,SINGLE_FAMILY,801 Sw Blvd,801 Sw Blvd,,Aberdeen,WA,98520,4,1,,1690,1918,0,340000,2024-10-10,42000,2011-02-09,131155,262137,FALSE,6000,201,Grays Harbor,53027,2,0,,4494929,Chelsea Nagel,A-SEWA-135078,,3313089,4721029,O-SEWA-6529,Aberdeen School District
1924624870,2972443153,SEWA,2293567,PENDING,SINGLE_FAMILY,1003 E 1st St,1003 E 1st St,,Aberdeen,WA,98520,2,1,,1200,1923,19,219000,2024-09-21,129000,2021-02-10,130712,214186,FALSE,5560,183,Grays Harbor,53027,1,0,,,Carl Fortman,A-SEWA-99756,,,,O-SEWA-4090,Aberdeen School District
2313940062,2972398930,SEWA,2290215,PENDING,SINGLE_FAMILY,1008 W Wishkah St,1008 W Wishkah St,,Aberdeen,WA,98520,2,1,,1061,1912,20,200000,2024-09-20,59000,2018-08-10,99807,196970,FALSE,3125,189,Grays Harbor,53027,1,0,,3684765,Kaylan Forbis,A-SEWA-117677,,4443460,4440593,O-SEWA-5984,Aberdeen School District
2237855663,2972276599,SEWA,2292543,FOR_SALE,SINGLE_FAMILY,402 Greenbriar Ct,402 Greenbriar Ct,,Aberdeen,WA,98520,3,1,1,2328,1985,22,580000,2024-09-18,,,492029,578202,FALSE,46174,249,Grays Harbor,53027,1,0,2,99898048,Christopher Frye,A-SEWA-142638,,4908355,1463087,O-SEWA-4079,Aberdeen School District
2510975432,2972236794,SEWA,2292150,FOR_SALE,SINGLE_FAMILY,6205 Central Park Dr,6205 Central Park Dr,,Aberdeen,WA,98520,3,1,1,1462,1947,22,299900,2024-09-18,,,212867,328000,FALSE,61855,205,Grays Harbor,53027,2,0,,1228875,Rocky Stanley,A-SEWA-94831,,,1219431,O-SEWA-4312,Aberdeen School District
2457223422,2972172424,SEWA,2289618,FOR_SALE,SINGLE_FAMILY,107 E Holman St,107 E Holman St,,Aberdeen,WA,98520,3,1,,1499,1969,24,259900,2024-09-16,89000,2013-06-14,218485,307000,FALSE,8625,173,Grays Harbor,53027,1,0,1,4435644,Kayla Smith,A-SEWA-135024,,100110807,100110803,O-SEWA-6948,Aberdeen School District
2219802103,2972166402,SEWA,2282963,FOR_SALE,SINGLE_FAMILY,811 Duffy St,811 Duffy St,,Aberdeen,WA,98520,3,1,,2352,1911,24,149000,2024-09-16,27000,2005-03-17,85569,206000,FALSE,5000,63,Grays Harbor,53027,2,0,1,,Peter Mort,A-SEWA-75431,,,846622,O-SEWA-1409,Aberdeen School District
9440291563,2973499367,SEWA,2300003,FOR_SALE,SINGLE_FAMILY,611 1/2 2nd Ave,611 1/2 2nd Ave,,Aberdeen,WA,98520,3,1,,1640,1945,0,288000,2024-10-10,,,,265000,FALSE,3900,176,Grays Harbor,53027,1,0,2,1152897,Nancy Taylor,A-SEWA-10743,862500030,4908355,1463087,O-SEWA-4079,Aberdeen School District
2663382804,2972062922,SEWA,2289424,FOR_SALE,SINGLE_FAMILY,903 Macfarlane St,903 Macfarlane St,,Aberdeen,WA,98520,3,1,1,2788,1950,27,365000,2024-09-13,100000,2005-02-08,277675,363596,FALSE,24598,131,Grays Harbor,53027,2,0,2,4000407,Keren Spangler,A-SEWA-128349,,1569733,177758,O-SEWA-9907,Aberdeen School District
9641085546,2973335902,SEWA,2298241,FOR_SALE,MOBILE,402 Carefree Cir,402 Carefree Cir,,Aberdeen,WA,98520,3,1,,1344,1975,4,65000,2024-10-06,,,16661,260000,FALSE,,48,Grays Harbor,53027,1,0,,4444614,Jessie Stout,A-SEWA-122378,,4443460,4440593,O-SEWA-5984,Aberdeen School District
2966318597,2973357950,SEWA,2299130,FOR_SALE,MULTI_FAMILY,100 W Curtis St,100 W Curtis St,,Aberdeen,WA,98520,,,,10488,2009,3,1825000,2024-10-07,1115000,2019-08-19,1428415,,FALSE,11099,174,Grays Harbor,53027,,0,,,Benjamin Droukas,A-SEWA-117918,,,,O-SEWA-6996,Aberdeen School District
1582064067,2973291412,SEWA,2296728,FOR_SALE,SINGLE_FAMILY,1511 Westport Rd,1511 Westport Rd,,Aberdeen,WA,98520,4,2,,1840,1933,6,389000,2024-10-04,130000,2015-12-08,272719,318409,FALSE,56628,211,Grays Harbor,53027,1,0,4,4444615,Tiffany Arias,A-SEWA-130085,,4443460,4440593,O-SEWA-5984,Cosmopolis School District
2283605585,2972918610,SEWA,2295604,FOR_SALE,SINGLE_FAMILY,2751 Bench Dr,2751 Bench Dr,,Aberdeen,WA,98520,2,,,1612,1954,12,399000,2024-09-28,90000,1997-06-04,218179,394851,FALSE,9660,248,Grays Harbor,53027,1,0,2,4444614,Jessie Stout,A-SEWA-122378,,4443460,4440593,O-SEWA-5984,Aberdeen School District
9363602597,2973388278,SEWA,2299357,FOR_SALE,LAND,14 Xx Huntley Rd,14 Xx Huntley Rd,,Aberdeen,WA,98520,,,,,,2,17000,2024-10-08,,,,,FALSE,10000,,Grays Harbor,53027,,0,,100001165,Parris Nicholson,A-SEWA-143925,,3154938,3153053,O-SEWA-4053,Aberdeen School District
1383967244,2973405723,SEWA,2293492,FOR_SALE,SINGLE_FAMILY,1302 W Market St,1302 W Market St,,Aberdeen,WA,98520,2,1,,1272,1954,2,269000,2024-10-08,212500,2023-06-02,216923,271211,FALSE,5500,211,Grays Harbor,53027,1,0,2,2796331,Mary Carr,A-SEWA-42928,,3093571,92023,O-SEWA-9206,Aberdeen School District
9365448690,2973451190,SEWA,2299185,FOR_SALE,LAND,36 Fosjack Ln,36 Fosjack Ln,,Aberdeen,WA,98520,,,,,,1,250000,2024-10-09,,,,,FALSE,261360,,Grays Harbor,53027,,0,,4444614,Jessie Stout,A-SEWA-122378,,4443460,4440593,O-SEWA-5984,Wishkah Valley School District
1541863042,2972893165,SEWA,2295939,FOR_SALE,SINGLE_FAMILY,412 2nd Ave,412 2nd Ave,,Aberdeen,WA,98520,2,2,,2156,1925,12,325000,2024-09-28,70000,2016-07-22,257022,317316,FALSE,6500,151,Grays Harbor,53027,1,0,1,1106244,Joy Beard,A-SEWA-27719,862500454,4356828,1964680,O-SEWA-2901,Aberdeen School District
1140288394,2972836802,SEWA,2295779,FOR_SALE,SINGLE_FAMILY,516 Lucky Ln,516 Lucky Ln,,Aberdeen,WA,98520,3,1,1,2679,1972,14,485000,2024-09-26,,,450304,495000,FALSE,152460,181,Grays Harbor,53027,3,0,2,1338973,Travis Jelovich,A-SEWA-49199,862500612,4356828,1964680,O-SEWA-2901,Aberdeen School District
2755578746,2972834887,SEWA,2295579,PENDING,SINGLE_FAMILY,218 W Cushing St,218 W Cushing St,,Aberdeen,WA,98520,2,1,,875,1960,14,290000,2024-09-26,120000,2023-10-25,128893,288383,FALSE,6000,331,Grays Harbor,53027,1,0,2,3653529,Savannah Parker,A-SEWA-105032,,3744630,3744629,O-SEWA-103,Aberdeen School District
1170791531,2972885660,SEWA,2294375,FOR_SALE,SINGLE_FAMILY,310 Linkshire Dr,310 Linkshire Dr,,Aberdeen,WA,98520,3,,,1586,1966,13,365000,2024-09-27,,,255684,365550,FALSE,31799,230,Grays Harbor,53027,1,0,3,4444614,Jessie Stout,A-SEWA-122378,,4443460,4440593,O-SEWA-5984,Aberdeen School District
9767534398,2972874591,SEWA,2296016,FOR_SALE,LAND,816 Terrace Ave Lots 11 & 12,816 Terrace Ave,Lots 11 & 12,Aberdeen,WA,98520,,,,,,13,23500,2024-09-27,,,,,FALSE,6600,,Grays Harbor,53027,,0,,3779800,Jared Boundy,A-SEWA-121976,,3796250,100128903,O-SEWA-7676,Aberdeen School District
1842513569,2972609765,SEWA,2294162,FOR_SALE,MOBILE,600 Leisure Cir,600 Leisure Cir,,Aberdeen,WA,98520,3,2,,1440,1973,15,68500,2024-09-25,,,29874,234000,FALSE,,48,Grays Harbor,53027,1,0,,1152897,Nancy Taylor,A-SEWA-10743,862500030,4908355,1463087,O-SEWA-4079,Aberdeen School District
2250956431,2972056918,SEWA,2290461,PENDING,SINGLE_FAMILY,206 E Scott St,206 E Scott St,,Aberdeen,WA,98520,2,1,,880,1910,27,199900,2024-09-13,114900,2019-11-14,169026,223000,FALSE,6000,227,Grays Harbor,53027,1,0,,3638141,Rikki Roberts,A-SEWA-111712,,3154938,3153053,O-SEWA-4053,Aberdeen School District
2340175286,2972884115,SEWA,2296019,FOR_SALE,MULTI_FAMILY,820 W 1st St,820 W 1st St,,Aberdeen,WA,98520,,,,1970,1927,13,275000,2024-09-27,225000,2022-04-20,59149,273936,FALSE,3595,140,Grays Harbor,53027,,0,,4434633,Jake Deatley,A-SEWA-128458,,2964593,3605633,O-SEWA-5877,Aberdeen School District
2609906177,2972054591,SEWA,2288080,FOR_SALE,SINGLE_FAMILY,1254 N L St,1254 N L St,,Aberdeen,WA,98520,4,1,1,3929,1927,27,549000,2024-09-13,255000,2017-06-01,396451,544331,FALSE,7800,140,Grays Harbor,53027,2,0,2,1106244,Joy Beard,A-SEWA-27719,862500454,4356828,1964680,O-SEWA-2901,Aberdeen School District
1067897115,2972842276,SEWA,2295378,FOR_SALE,SINGLE_FAMILY,115 S Exchange St,115 S Exchange St,,Aberdeen,WA,98520,3,,,2025,1956,13,310000,2024-09-27,,,226088,308273,FALSE,9000,153,Grays Harbor,53027,1,0,,4444618,Allison Daniels,A-SEWA-130169,,4443460,4440593,O-SEWA-5984,Aberdeen School District
9749876166,2972884293,SEWA,2296152,FOR_SALE,MULTI_FAMILY,201 N Washington St,201 N Washington St,,Aberdeen,WA,98520,,,,4784,1913,13,399950,2024-09-27,,,66325,390931,FALSE,3049,84,Grays Harbor,53027,,0,,4434633,Jake Deatley,A-SEWA-128458,,2964593,3605633,O-SEWA-5877,Aberdeen School District
1199070604,2972034973,SEWA,2289408,PENDING,SINGLE_FAMILY,6813 River Rd,6813 River Rd,,Aberdeen,WA,98520,3,1,,1652,1929,28,399950,2024-09-12,,,336262,399879,FALSE,50094,242,Grays Harbor,53027,2,0,2,3202114,Emily Oberoi,A-SEWA-96465,,4418498,4418497,O-SEWA-6789,Aberdeen School District
2227401023,2971978100,SEWA,2289393,PENDING,SINGLE_FAMILY,818 N N St,818 N N St,,Aberdeen,WA,98520,4,1,1,3760,1946,29,375000,2024-09-11,255500,2020-05-22,346018,374761,FALSE,10000,100,Grays Harbor,53027,2,0,1,3656414,Corey Clark,A-SEWA-121925,866518119,3313089,3856094,O-SEWA-5920,Aberdeen School District
1792199380,2971930199,SEWA,2287603,FOR_SALE,SINGLE_FAMILY,906 Joann Way,906 Joann Way,,Aberdeen,WA,98520,4,1,,1808,1966,30,355000,2024-09-10,301000,2021-10-01,285006,364000,FALSE,9583,196,Grays Harbor,53027,2,0,1,3367290,Chris Gurnee,A-SEWA-48350,869045116,,4068894,O-SEWA-6369,Aberdeen School District
9957920396,2971903830,SEWA,2288221,FOR_SALE,MOBILE,235 Ho Hum Ln,235 Ho Hum Ln,,Aberdeen,WA,98520,2,,,896,1981,30,35000,2024-09-10,,,12088,236000,FALSE,,39,Grays Harbor,53027,1,0,,3991972,Lindsay Roberts,A-SEWA-93234,,3420231,3420228,O-SEWA-5769,Aberdeen School District
1642075533,2972650229,SEWA,2294457,PENDING,LAND,6215 Karjala Rd,6215 Karjala Rd,,Aberdeen,WA,98520,,,,,,15,165000,2024-09-25,,,162358,291000,FALSE,130680,,Grays Harbor,53027,,0,,1196641,Candace Juarez,A-SEWA-45709,,100110807,100110803,O-SEWA-6948,Aberdeen School District
1424363525,2972597329,SEWA,2294328,PENDING,SINGLE_FAMILY,819 Coolidge Rd,819 Coolidge Rd,,Aberdeen,WA,98520,4,1,,1797,1924,16,290000,2024-09-24,250000,2021-09-13,220497,289121,FALSE,7500,161,Grays Harbor,53027,2,0,,1261348,Starlene Ward,A-SEWA-69373,869053015,969341,1751389,O-SEWA-2885,Aberdeen School District
2559099399,2971946721,SEWA,2284440,PENDING,SINGLE_FAMILY,1815 Westerly Dr,1815 Westerly Dr,,Aberdeen,WA,98520,5,1,1,2534,1966,29,414900,2024-09-11,242000,2019-08-14,364206,432000,FALSE,7590,164,Grays Harbor,53027,3,0,2,4444602,Kevin Spivey,A-SEWA-104867,,4443460,4440593,O-SEWA-5984,Aberdeen School District
property_id,listing_id,mls,mls_id,status,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_mls_set,agent_nrds_id,broker_id,office_id,office_mls_set,nearby_schools
9756914002,2973313382,SPWA,202424034,PENDING,SINGLE_FAMILY,126 S Panda Ct,126 S Panda Ct,,Airway Heights,WA,99001,3,2,,1466,2024,5,374995,2024-10-05,,,,,TRUE,8574,256,Spokane,53063,,0,2,,Phillip Greene,A-SPWA-18685,,,,O-SPWA-1481,Cheney School District
9214377490,2973442865,SPWA,202424140,FOR_SALE,SINGLE_FAMILY,126 S Jaeger Ct,126 S Jaeger Ct,,Airway Heights,WA,99001,4,2,,1797,2024,1,399995,2024-10-09,,,,886000,TRUE,8455,223,Spokane,53063,,0,2,,Phillip Greene,A-SPWA-18685,,,,O-SPWA-1481,Cheney School District
9381767892,2973367120,SPWA,202424065,FOR_SALE,MULTI_FAMILY,1-5 W Bergen Dr,1-5 W Bergen Dr,,Airway Heights,WA,99001,,,,11584,2017,3,3950000,2024-10-07,,,,,FALSE,33541,341,Spokane,53063,,0,,4438723,Ashley Emtman,A-SPWA-14409,,3450654,1817470,O-SPWA-783,Cheney School District
2388507838,2973440531,SPWA,202424134,FOR_SALE,SINGLE_FAMILY,12715 W 10th Ave,12715 W 10th Ave,,Airway Heights,WA,99001,2,2,,1134,1997,1,410000,2024-10-09,350000,2022-08-23,226900,342429,FALSE,,362,Spokane,53063,,0,2,295886,Chris Nye,A-SPWA-11970,869019835,3103140,1108448,O-SPWA-838,Cheney School District
9621834293,2973442864,SPWA,202424141,FOR_SALE,SINGLE_FAMILY,139 S Jaeger Ct,139 S Jaeger Ct,,Airway Heights,WA,99001,3,2,,1466,2024,1,374995,2024-10-09,,,,,TRUE,7264,256,Spokane,53063,,0,2,,Phillip Greene,A-SPWA-18685,,,,O-SPWA-1481,Cheney School District
1112047289,2972720843,SPWA,202423436,PENDING,SINGLE_FAMILY,911 S Hazelwood Ct,911 S Hazelwood Ct,,Spokane,WA,99224,4,3,,2136,2018,15,420000,2024-09-25,233349,2019-01-15,260300,420046,FALSE,8507,197,Spokane,53063,,0,2,254946,Karen O'Donnell,A-SPWA-11409,871011409,910335,679,O-SPWA-676,"Cheney School District, Community Colleges Of Spokane"
1693196030,2973169537,SPWA,202423866,FOR_SALE,SINGLE_FAMILY,12408 W 10th Ave,12408 W 10th Ave,,Airway Heights,WA,99001,3,2,,1454,1997,7,372500,2024-10-03,133900,2005-05-27,245000,394261,FALSE,7299,256,Spokane,53063,,0,2,152729,James Luster,A-SPWA-3378,871002840,3450654,1817470,O-SPWA-783,Cheney School District
1802252257,2973270131,SPWA,202423960,FOR_SALE,MOBILE,15404 W Deno Rd,15404 W Deno Rd,,Airway Heights,WA,99224,4,2,,1680,2001,6,409000,2024-10-04,64000,1981-12-14,283140,421000,FALSE,394218,243,Spokane,53063,,0,2,,Connor Guinn,A-SPWA-20111,,,100001645,O-SPWA-1519,Cheney School District
9190901664,2972825024,SPWA,202423495,PENDING,SINGLE_FAMILY,12906 W 2nd Ave,12906 W 2nd Ave,,Airway Heights,WA,99001,4,3,,2760,2020,14,499000,2024-09-26,470000,2022-12-01,352900,500659,FALSE,7224,181,Spokane,53063,,0,2,4933662,Sarah Roy,A-SPWA-18122,871017419,4542256,4542257,O-SPWA-1429,Cheney School District
1625225580,2972099723,SPWA,202422929,FOR_SALE,SINGLE_FAMILY,12411 W 9th Ave,12411 W 9th Ave,,Airway Heights,WA,99001,3,2,,1454,1997,27,429899,2024-09-13,135200,2015-05-14,255100,429088,FALSE,7302,296,Spokane,53063,,0,2,2922383,Lee Arnold,A-SPWA-15079,,2921880,1361273,O-SPWA-872,Cheney School District
1493945368,2972025254,SPWA,202422781,FOR_SALE,SINGLE_FAMILY,1901 S Garfield Rd,1901 S Garfield Rd,,Airway Heights,WA,99001,5,2,,1964,1974,28,332500,2024-09-12,205000,2018-03-26,231400,343000,FALSE,14810,169,Spokane,53063,,0,,3739805,Matthew Brunner,A-SPWA-16691,,,,O-SPWA-1623,Cheney School District
9684369088,2972102002,SPWA,202422938,FOR_SALE,LAND,Nka Fairview Heights Rd,Nka Fairview Heights Rd,,Airway Heights,WA,99001,,,,,,26,150000,2024-09-14,,,,,FALSE,8962,,Spokane,53063,,0,,4420034,Jamie Reyes,A-SPWA-17667,871016975,1078020,1077773,O-SPWA-411,Cheney School District
1725326302,2973140936,SPWA,202423806,PENDING,SINGLE_FAMILY,12517 W Chandler Ave,12517 W Chandler Ave,,Airway Heights,WA,99001,4,3,,2016,1998,8,385000,2024-10-02,248000,2019-06-06,271300,390387,FALSE,7299,191,Spokane,53063,,0,2,3180493,Brynn Rea,A-SPWA-15990,871510637,,,O-SPWA-1419,Cheney School District
9303762293,2972646214,SPWA,202423421,PENDING,SINGLE_FAMILY,133 S Panda Ct,133 S Panda Ct,,Airway Heights,WA,99001,3,2,,1466,2024,15,369995,2024-09-25,,,,,TRUE,7430,252,Spokane,53063,,0,2,,Phillip Greene,A-SPWA-18685,,,,O-SPWA-1481,Cheney School District
2039248122,2972254540,SPWA,202423064,PENDING,SINGLE_FAMILY,1118 S Schnug Ct,1118 S Schnug Ct,,Spokane,WA,99224,5,3,,2384,2012,22,479900,2024-09-18,251829,2013-04-29,386600,508000,FALSE,11326,201,Spokane,53063,,0,3,1299719,Kathy Bryant,A-SPWA-11569,,,3635961,O-SPWA-1303,"Cheney School District, Community Colleges Of Spokane"
1315267555,2972334330,SPWA,202423200,FOR_SALE,SINGLE_FAMILY,12605 W Pacific Ct,12605 W Pacific Ct,,Airway Heights,WA,99001,4,3,,2480,2010,21,475000,2024-09-19,192579,2015-10-21,326600,470547,FALSE,7405,192,Spokane,53063,,0,2,3052799,Mindy Yount,A-SPWA-14501,871014488,4300177,4542257,O-SPWA-1429,Cheney School District
9175807928,2972262708,SPWA,202423087,PENDING,SINGLE_FAMILY,13552 W 1st Ave,13552 W 1st Ave,,Airway Heights,WA,99001,3,2,,1466,2023,22,399995,2024-09-18,,,,396945,TRUE,8574,273,Spokane,53063,,0,2,,Phillip Greene,A-SPWA-18685,,,,O-SPWA-1481,Cheney School District
9854404824,2972646213,SPWA,202423420,PENDING,SINGLE_FAMILY,132 S Panda Ct,132 S Panda Ct,,Airway Heights,WA,99001,3,2,,1317,2024,15,354995,2024-09-25,,,,,TRUE,7201,270,Spokane,53063,,0,2,,Phillip Greene,A-SPWA-18685,,,,O-SPWA-1481,Cheney School District
9650461976,2972102180,SPWA,202422940,FOR_SALE,LAND,Nka Fairview Heights Rd,Nka Fairview Heights Rd,,Airway Heights,WA,99001,,,,,,26,150000,2024-09-14,,,,,FALSE,211702,,Spokane,53063,,0,,4420034,Jamie Reyes,A-SPWA-17667,871016975,1078020,1077773,O-SPWA-411,Cheney School District
9864663553,2972102178,SPWA,202422939,FOR_SALE,LAND,Nka Fairview Heights Rd,Nka Fairview Heights Rd,,Airway Heights,WA,99001,,,,,,26,150000,2024-09-14,,,,,FALSE,8962,,Spokane,53063,,0,,4420034,Jamie Reyes,A-SPWA-17667,871016975,1078020,1077773,O-SPWA-411,Cheney School District
9271320446,2972267152,SPWA,202423100,FOR_SALE,SINGLE_FAMILY,507 S Renick Pl,507 S Renick Pl,,Airway Heights,WA,99001,3,2,,1389,2024,22,373900,2024-09-18,,,,,TRUE,8299,269,Spokane,53063,,0,2,908322,Andrea Malone,A-SPWA-11109,871011109,4567656,99891078,O-SPWA-1248,Cheney School District
9739705825,2973330354,DRHB,733-73334-733340000-0202,FOR_SALE,SINGLE_FAMILY,127 S Panda Ct,127 S Panda Ct,,Airway Heights,WA,99001,4,2,,1797,,6,394995,2024-10-04,,,,,TRUE,,220,Spokane,53063,1,,2,,,,,,,,Cheney School District
9563182879,2972102001,SPWA,202422937,FOR_SALE,LAND,Nka Fairview Heights Rd,Nka Fairview Heights Rd,,Airway Heights,WA,99001,,,,,,26,150000,2024-09-14,,,,,FALSE,8962,,Spokane,53063,,0,,4420034,Jamie Reyes,A-SPWA-17667,871016975,1078020,1077773,O-SPWA-411,Cheney School District
property_id,listing_id,mls,mls_id,status,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_mls_set,agent_nrds_id,broker_id,office_id,office_mls_set,nearby_schools
2355410239,2972404979,SEWA,2293232,PENDING,SINGLE_FAMILY,407 Warde St,407 Warde St,,Algona,WA,98001,3,1,,1340,1946,20,479000,2024-09-20,235000,2006-06-22,373000,492000,FALSE,9000,357,King,53033,2,0,2,3674041,Tammy Yao,A-SEWA-117754,,3658377,1222270,O-SEWA-6393,Auburn School District
1891721152,2972263484,SEWA,2292292,FOR_SALE,SINGLE_FAMILY,707 Celery Ave,707 Celery Ave,,Algona,WA,98001,3,2,,1140,1930,22,479000,2024-09-18,470000,2021-10-04,398000,481506,FALSE,12001,420,King,53033,1,0,,3743961,Stacy Littlejohn,A-SEWA-123404,866519041,3976874,3976873,O-SEWA-4602,Auburn School District
1032454239,2973190893,SEWA,2297184,PENDING,SINGLE_FAMILY,35 11th Ave N,35 11th Ave,,Algona,WA,98001,3,2,,1200,1930,7,250000,2024-10-03,,,360000,437000,FALSE,9000,208,King,53033,1,0,2,3481777,Anders Ibsen,A-SEWA-119761,871511251,1095178,1095029,O-SEWA-9301,Auburn School District
2186183391,2973507134,SEWA,2300716,FOR_SALE,SINGLE_FAMILY,132 Seattle Blvd S,132 Seattle Blvd,,Algona,WA,98001,4,2,1,2000,2000,0,569995,2024-10-10,315000,2006-05-31,508000,626000,FALSE,8000,285,King,53033,2,0,3,4233544,Jennifer Demchuk,A-SEWA-129354,,3313089,3313090,O-SEWA-4484,Auburn School District
1655534500,2972441510,SEWA,2282207,PENDING,SINGLE_FAMILY,335 10th Ave N,335 10th Ave,,Algona,WA,98001,3,1,1,2642,1908,19,658000,2024-09-21,275000,2013-06-27,611000,702000,FALSE,16000,249,King,53033,2,0,2,3137894,Brandon Vukelich,A-SEWA-86724,869062358,,,O-SEWA-7665,Auburn School District
2203784564,2972329892,SEWA,2293042,PENDING,MOBILE,310 4th Ave N,310 4th Ave,,Algona,WA,98001,3,2,,1200,1990,21,440000,2024-09-19,140000,2015-05-05,238000,433442,FALSE,8000,367,King,53033,1,0,2,4434918,Natalya Ratko,A-SEWA-116387,,3774505,11106,O-SEWA-3647,Auburn School District
1653109768,2973224785,SEWA,2298205,PENDING,SINGLE_FAMILY,24 1st Ave N,24 1st Ave,,Algona,WA,98001,3,,,701,1934,7,335000,2024-10-03,410000,2022-07-25,361000,406000,FALSE,13726,478,King,53033,1,0,,4068895,Bethany Rahoi,A-SEWA-89574,,,,O-SEWA-6692,Auburn School District
2772661252,2972830775,SEWA,2295215,FOR_SALE,SINGLE_FAMILY,512 Main St,512 Main St,,Algona,WA,98001,4,1,,1310,1912,14,470000,2024-09-26,251500,2017-09-13,292000,505000,FALSE,13360,359,King,53033,2,0,,2145212,Sophia Cosola,A-SEWA-37453,869041211,2964593,11124,O-SEWA-3337,Auburn School District
1784273962,2971987080,SEWA,2289416,PENDING,MOBILE,42 11th Ave N,42 11th Ave,,Algona,WA,98001,2,2,,920,1979,29,199950,2024-09-11,,,189000,504000,FALSE,7840,217,King,53033,1,0,,,,,,,4065288,O-SEWA-5939,Auburn School District
property_id,listing_id,mls,mls_id,status,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_mls_set,agent_nrds_id,broker_id,office_id,office_mls_set,nearby_schools
1773610460,2973379599,SEWA,2297938,FOR_SALE,SINGLE_FAMILY,3950 Rockridge Pkwy,3950 Rockridge Pkwy,,Anacortes,WA,98221,3,1,1,2876,2021,2,1545000,2024-10-08,189000,2020-10-20,1252700,1558000,FALSE,9678,537,Skagit,53057,1,60,2,3504628,Bert Clay,A-SEWA-93898,870001674,4661595,138876,O-SEWA-9419,Anacortes School District
1100435205,2973483283,SEWA,2298890,FOR_SALE,SINGLE_FAMILY,4848 Sharpe Rd,4848 Sharpe Rd,,Anacortes,WA,98221,3,1,1,2866,1978,0,899900,2024-10-10,,,585800,951000,FALSE,137214,314,Skagit,53057,1,0,2,3166512,Brenda Sweet,A-SEWA-113261,,3997442,4473508,O-SEWA-6433,Anacortes School District
1650219655,2973280815,SEWA,2297452,PENDING,CONDOS,1800 Skyline Way Apt 306,1800 Skyline Way,Apt 306,Anacortes,WA,98221,2,2,,1617,1982,6,550000,2024-10-04,455000,2021-06-03,399700,551000,FALSE,,340,Skagit,53057,1,489,,3843590,Summer Heaton,A-SEWA-117295,869066779,3419179,4479966,O-SEWA-6403,Anacortes School District
1511481700,2973412280,SEWA,2299691,FOR_SALE,SINGLE_FAMILY,4501 Shelby Ct,4501 Shelby Ct,,Anacortes,WA,98221,3,2,,2256,1997,2,950000,2024-10-08,600000,2019-10-18,817300,990879,FALSE,17860,421,Skagit,53057,1,21,2,3843526,Tabata Perron,A-SEWA-98025,,3419179,4479966,O-SEWA-6403,Anacortes School District
2348531631,2973280227,SEWA,2298509,FOR_SALE,SINGLE_FAMILY,5609 Sugarloaf St,5609 Sugarloaf St,,Anacortes,WA,98221,3,2,1,2016,1995,6,850000,2024-10-04,324500,2003-10-02,706800,778331,FALSE,8276,422,Skagit,53057,1,20,2,1272593,Kristine Stultz,A-SEWA-88815,870001637,4762416,2150080,O-SEWA-3643,Anacortes School District
2505498929,2973492785,SEWA,2259986,FOR_SALE,SINGLE_FAMILY,4507 Queen Ann Way,4507 Queen Ann Way,,Anacortes,WA,98221,3,2,1,3830,2022,0,1898000,2024-10-10,,,1074100,1221578,FALSE,9583,496,Skagit,53057,1,20,2,1657408,Kimberley Alex Thomas,A-SEWA-54703,869057390,1751898,4043806,O-SEWA-5715,Anacortes School District
2144559903,2973455369,SEWA,2299974,FOR_SALE,SINGLE_FAMILY,13532 Slice St,13532 Slice St,,Anacortes,WA,98221,2,,,1332,2002,1,1359000,2024-10-09,498000,2014-05-29,706900,967000,FALSE,9583,1020,Skagit,53057,1,0,,1214721,Debbie Macy,A-SEWA-18082,870000102,,257144,O-SEWA-8640,"Northwest Educational Service District 189, Anacortes School District"
2283051518,2973188943,SEWA,2297976,FOR_SALE,MULTI_FAMILY,2820 J Ave,2820 J Ave,,Anacortes,WA,98221,,,,2394,2022,7,849000,2024-10-03,125000,2002-11-12,673000,773301,FALSE,9000,355,Skagit,53057,,0,,,Malia Morin,A-SEWA-147949,,,766008,O-SEWA-9840,Anacortes School District
